i,timestamp,Action,Start,End,Benef,Duration
84356,2020-09-08 12:11:00,SELL,9946.03,10008.65604919282,-62.626049192818755,11
84763,2020-09-08 18:58:00,SELL,9986.29,10077.765128747873,-91.47512874787208,213
84782,2020-09-08 19:17:00,SELL,9994.99,10047.291250016313,-52.30125001631313,8
84786,2020-09-08 19:21:00,SELL,9990.69,10043.285417203402,-52.59541720340167,4
84969,2020-09-08 22:24:00,SELL,9931.63,9988.921890018275,-57.29189001827581,7
84974,2020-09-08 22:29:00,SELL,9919.88,9983.554998938991,-63.67499893899185,2
85219,2020-09-09 02:34:00,SELL,10025.9,10078.201675453132,-52.3016754531327,121
85235,2020-09-09 02:50:00,SELL,10003.11,10062.70087220591,-59.59087220591027,103
91450,2020-09-13 10:25:00,SELL,10451.46,10371.706652911755,79.75334708824448,64
91548,2020-09-13 12:03:00,SELL,10334.13,10218.729791676657,115.40020832334267,247
91559,2020-09-13 12:14:00,SELL,10341.66,10259.718019681335,81.94198031866472,44
93118,2020-09-14 14:13:00,BUY,10643.99,10736.392042481788,92.40204248178816,110
94459,2020-09-15 12:34:00,BUY,10916.99,10838.527874077017,-78.46212592298252,75
94610,2020-09-15 15:05:00,SELL,10768.79,10828.904241401058,-60.11424140105737,307
95168,2020-09-16 00:23:00,SELL,10716.41,10774.0301985973,-57.62019859730026,213
95184,2020-09-16 00:39:00,SELL,10693.14,10755.940298609024,-62.80029860902505,172
101023,2020-09-20 01:58:00,SELL,10915.78,10795.096026646203,120.68397335379814,666
101660,2020-09-20 12:35:00,SELL,10872.75,10790.060002760154,82.68999723984598,29
101700,2020-09-20 13:15:00,SELL,10822.05,10727.287726622115,94.76227337788441,191
102951,2020-09-21 10:06:00,SELL,10708.62,10573.101306640177,135.51869335982337,118
103033,2020-09-21 11:28:00,SELL,10615.08,10501.84296076051,113.2370392394896,179
103048,2020-09-21 11:43:00,SELL,10588.15,10463.658667924003,124.49133207599698,167
103230,2020-09-21 14:45:00,SELL,10428.25,10533.694507821203,-105.44450782120293,1818
103239,2020-09-21 14:54:00,SELL,10409.34,10514.224615175126,-104.88461517512587,319
103246,2020-09-21 15:01:00,SELL,10435.69,10501.970982296478,-66.2809822964773,312
103251,2020-09-21 15:06:00,SELL,10435.96,10495.980159521714,-60.02015952171496,249
103275,2020-09-21 15:30:00,SELL,10383.49,10454.708934979328,-71.21893497932797,209
106394,2020-09-23 19:29:00,SELL,10311.57,10199.596093963528,111.97390603647182,77
106399,2020-09-23 19:34:00,SELL,10311.87,10210.822616540798,101.04738345920305,70
106421,2020-09-23 19:56:00,SELL,10291.21,10200.975869670398,90.23413032960161,50
106455,2020-09-23 20:30:00,SELL,10274.47,10196.426200336851,78.04379966314809,16
111412,2020-09-27 07:07:00,SELL,10668.75,10723.170875954715,-54.420875954714575,516
112489,2020-09-28 01:04:00,BUY,10898.22,10843.595611509549,-54.624388490450656,360
117738,2020-10-01 16:33:00,SELL,10561.58,10725.972947191425,-164.39294719142526,4772
117753,2020-10-01 16:48:00,SELL,10520.13,10674.779749789237,-154.64974978923783,4454
117759,2020-10-01 16:54:00,SELL,10533.66,10657.830454747475,-124.17045474747465,664
117774,2020-10-01 17:09:00,SELL,10525.79,10621.920092104161,-96.13009210416021,115
117806,2020-10-01 17:41:00,SELL,10491.33,10570.239859788355,-78.90985978835488,59
117812,2020-10-01 17:47:00,SELL,10507.0,10562.362521300007,-55.36252130000685,48
117823,2020-10-01 17:58:00,SELL,10481.25,10549.754641726373,-68.50464172637294,28
118526,2020-10-02 05:41:00,SELL,10440.32,10535.702526147576,-95.38252614757585,482
118529,2020-10-02 05:44:00,SELL,10442.8,10530.584307477588,-87.7843074775883,478
118541,2020-10-02 05:56:00,SELL,10439.74,10511.402100186422,-71.66210018642232,44
125095,2020-10-06 19:10:00,SELL,10587.62,10679.619513040228,-91.99951304022761,1439
125116,2020-10-06 19:31:00,SELL,10587.15,10644.333642492635,-57.183642492635045,1190
125120,2020-10-06 19:35:00,SELL,10581.81,10640.086582458385,-58.27658245838575,1185
125128,2020-10-06 19:43:00,SELL,10566.26,10630.970194586078,-64.7101945860777,1021
125132,2020-10-06 19:47:00,SELL,10571.76,10626.08875921813,-54.32875921812956,634
129872,2020-10-10 02:47:00,BUY,11390.57,11251.740502301755,-138.82949769824518,442
129881,2020-10-10 02:56:00,BUY,11386.76,11272.977352627368,-113.78264737263271,235
133246,2020-10-12 11:01:00,SELL,11254.84,11318.757109062522,-63.917109062522286,146
134008,2020-10-12 23:43:00,SELL,11533.24,11434.65850558594,98.58149441406022,57
134028,2020-10-13 00:03:00,SELL,11506.21,11398.633897660453,107.5761023395462,609
134854,2020-10-13 13:49:00,SELL,11363.33,11427.982868273713,-64.65286827371347,339
134874,2020-10-13 14:09:00,SELL,11327.0,11403.611770780062,-76.61177078006222,67
138623,2020-10-16 04:38:00,SELL,11291.11,11409.860296635885,-118.7502966358843,3003
138629,2020-10-16 04:44:00,SELL,11275.44,11396.223979976821,-120.78397997682077,428
138640,2020-10-16 04:55:00,SELL,11276.36,11371.002374713964,-94.64237471396336,416
138643,2020-10-16 04:58:00,SELL,11274.96,11365.425140267344,-90.4651402673444,413
143504,2020-10-19 13:59:00,BUY,11664.08,11764.547761163962,100.46776116396177,100
146452,2020-10-21 15:07:00,BUY,12714.05,12595.982331381349,-118.06766861865071,13
146951,2020-10-21 23:26:00,SELL,12857.5,12727.515810673278,129.98418932672212,178
146963,2020-10-21 23:38:00,SELL,12825.0,12924.958623833878,-99.95862383387794,36
146980,2020-10-21 23:55:00,SELL,12814.75,12890.001009212569,-75.25100921256853,11
148393,2020-10-22 23:28:00,SELL,12987.67,12875.058054512034,112.6119454879663,45
148416,2020-10-22 23:51:00,SELL,12945.91,12814.404040332121,131.50595966787841,984
148457,2020-10-23 00:32:00,SELL,12899.4,12969.285642975477,-69.88564297547782,120
149436,2020-10-23 16:51:00,SELL,12780.1,12862.942512826463,-82.84251282646255,31
149441,2020-10-23 16:56:00,SELL,12789.99,12855.651966669395,-65.66196666939504,26
