i,timestamp,Action,Start,End,Benef,Duration
25096,2020-07-29 08:31:00,BUY,11069.19,11122.365311291427,53.175311291426624,24
25175,2020-07-29 09:50:00,SELL,11020.61,11062.335077895728,-41.725077895727736,114
25182,2020-07-29 09:57:00,SELL,11020.0,11058.86462160638,-38.86462160638075,60
25186,2020-07-29 10:01:00,SELL,11029.01,10987.525728235836,41.48427176416408,5
25204,2020-07-29 10:19:00,SELL,11000.32,11042.141349703194,-41.821349703193846,32
25212,2020-07-29 10:27:00,SELL,10992.35,11036.627509712314,-44.277509712313986,8
25262,2020-07-29 11:17:00,BUY,11039.66,11045.053867150938,5.393867150938604,0
25341,2020-07-29 12:36:00,BUY,11109.25,11073.551888914204,-35.69811108579597,22
25354,2020-07-29 12:49:00,BUY,11114.45,11081.356891406152,-33.09310859384823,9
25417,2020-07-29 13:52:00,SELL,11072.69,11089.687108291891,-16.99710829189098,4
25621,2020-07-29 17:16:00,BUY,11249.74,11212.773398094796,-36.96660190520379,14
26008,2020-07-29 23:43:00,SELL,11101.38,10979.555680722115,121.82431927788457,19
26012,2020-07-29 23:47:00,SELL,11110.0,11009.86686404322,100.13313595677937,15
26017,2020-07-29 23:52:00,SELL,11087.87,10964.44318424529,123.42681575471033,184
26024,2020-07-29 23:59:00,SELL,11069.09,10932.549185688633,136.54081431136728,362
26039,2020-07-30 00:14:00,SELL,11030.0,10882.537208591162,147.4627914088378,769
26044,2020-07-30 00:19:00,SELL,11041.32,11120.479192704795,-79.15919270479571,47
26051,2020-07-30 00:26:00,SELL,11061.49,11112.481170034313,-50.991170034312745,30
26153,2020-07-30 02:08:00,SELL,11060.21,11082.115134291262,-21.905134291262584,4
26199,2020-07-30 02:54:00,SELL,11005.61,10925.776694994853,79.83330500514785,187
26248,2020-07-30 03:43:00,SELL,11009.0,10975.748688572,33.2513114279991,15
26262,2020-07-30 03:57:00,SELL,10983.56,11023.388707156359,-39.82870715635909,3
26355,2020-07-30 05:30:00,SELL,11000.04,10970.422424332377,29.617575667623896,9
26472,2020-07-30 07:27:00,SELL,10973.62,10956.077640072934,17.542359927067082,1
26498,2020-07-30 07:53:00,SELL,10937.51,10964.461687435558,-26.951687435557687,7
26577,2020-07-30 09:12:00,BUY,10990.75,10969.861351319269,-20.88864868073142,13
26649,2020-07-30 10:24:00,SELL,10944.99,10914.66550110477,30.324498895230136,24
26655,2020-07-30 10:30:00,SELL,10951.6,10934.039742886624,17.560257113376792,5
26659,2020-07-30 10:34:00,SELL,10939.33,10904.455076368642,34.87492363135789,33
26693,2020-07-30 11:08:00,SELL,10918.04,10948.504605989592,-30.46460598959129,15
26919,2020-07-30 14:54:00,SELL,10956.39,10978.200197554557,-21.810197554557817,6
27143,2020-07-30 18:38:00,BUY,11084.28,11141.00834400133,56.72834400132888,89
27326,2020-07-30 21:41:00,SELL,11087.18,11119.778706123083,-32.59870612308259,47
27333,2020-07-30 21:48:00,SELL,11087.0,11114.856620668914,-27.85662066891382,40
27340,2020-07-30 21:55:00,SELL,11085.0,11111.281010396091,-26.281010396091006,18
27490,2020-07-31 00:25:00,SELL,11092.18,11064.22349848196,27.95650151803966,12
27494,2020-07-31 00:29:00,SELL,11088.91,11058.185806049953,30.724193950047265,8
27528,2020-07-31 01:03:00,SELL,11050.19,11000.163902762199,50.02609723780188,17
27536,2020-07-31 01:11:00,SELL,11056.82,11023.700266804724,33.11973319527533,6
27539,2020-07-31 01:14:00,SELL,11040.11,10984.235860933222,55.8741390667783,10
27565,2020-07-31 01:40:00,SELL,10977.37,11044.428706894816,-67.05870689481526,186
27696,2020-07-31 03:51:00,SELL,10981.55,11004.067194331717,-22.5171943317182,16
27700,2020-07-31 03:55:00,SELL,10980.4,11002.540150880777,-22.140150880777583,12
27942,2020-07-31 07:57:00,BUY,11131.11,11111.054011803148,-20.055988196852923,7
28064,2020-07-31 09:59:00,SELL,11109.99,11125.259077503973,-15.269077503973676,4
28099,2020-07-31 10:34:00,BUY,11147.0,11170.714305977828,23.71430597782819,4
28523,2020-07-31 17:38:00,SELL,11296.21,11314.126629875173,-17.916629875173385,7
28541,2020-07-31 17:56:00,SELL,11277.37,11231.885711847151,45.48428815284933,54
28595,2020-07-31 18:50:00,SELL,11227.25,11288.146287129457,-60.89628712945705,40
28608,2020-07-31 19:03:00,SELL,11255.75,11277.146453608311,-21.396453608311276,23
28707,2020-07-31 20:42:00,BUY,11370.01,11329.7868407709,-40.22315922910093,2
28848,2020-07-31 23:03:00,SELL,11310.95,11345.74818308711,-34.798183087108555,55
28851,2020-07-31 23:06:00,SELL,11308.9,11343.674119622558,-34.77411962255792,52
28954,2020-08-01 00:49:00,SELL,11268.07,11301.535306159218,-33.46530615921802,48
28958,2020-08-01 00:53:00,SELL,11262.85,11299.233025333308,-36.38302533330716,44
29021,2020-08-01 01:56:00,SELL,11265.58,11281.938175474857,-16.35817547485749,7
